month,prob,commodity,model,horizon,label
2022-11,0.3502249166954062,cotton,clf_logit,9,0
2022-12,0.3352471152486614,cotton,clf_logit,9,0
2023-01,0.36587242883050186,cotton,clf_logit,9,0
2023-02,0.3667365837679127,cotton,clf_logit,9,0
2023-03,0.39906622352656657,cotton,clf_logit,9,0
2023-04,0.39073260092198187,cotton,clf_logit,9,0
2023-05,0.34030045343426923,cotton,clf_logit,9,0
2023-06,0.3667542606133434,cotton,clf_logit,9,0
2023-07,0.3841598015632836,cotton,clf_logit,9,0
2023-08,0.4688081725493566,cotton,clf_logit,9,0
2023-09,0.5108107128802257,cotton,clf_logit,9,0
2023-10,0.5053378291888146,cotton,clf_logit,9,0
2023-11,0.5096601375909627,cotton,clf_logit,9,1
2023-12,0.6340712020085525,cotton,clf_logit,9,1
2024-01,0.7130513584457561,cotton,clf_logit,9,0
2024-02,0.7743951210012028,cotton,clf_logit,9,0
2024-03,0.7519936054886491,cotton,clf_logit,9,0
2024-04,0.7200020450338149,cotton,clf_logit,9,0
2024-05,0.7235661107914458,cotton,clf_logit,9,0
2024-06,0.6705299301280686,cotton,clf_logit,9,0
2024-07,0.639469199551496,cotton,clf_logit,9,0
2024-08,0.5518098797306875,cotton,clf_logit,9,0
2024-09,0.5288119308461761,cotton,clf_logit,9,0
2024-10,0.5619643115345665,cotton,clf_logit,9,0
2024-11,0.5478905518043504,cotton,clf_logit,9,0
2024-12,0.5613473462950836,cotton,clf_logit,9,0
2025-01,0.435337394774582,cotton,clf_logit,9,0
2025-02,0.42315288432703746,cotton,clf_logit,9,0
2025-03,0.40361134950779476,cotton,clf_logit,9,0
2016-01,0.2415761500597,cotton,clf_xgb,3,0
2016-02,0.2415761500597,cotton,clf_xgb,3,0
2016-03,0.2415761500597,cotton,clf_xgb,3,1
2016-04,0.2415761500597,cotton,clf_xgb,3,1
2016-05,0.2415761500597,cotton,clf_xgb,3,1
2016-06,0.2415761500597,cotton,clf_xgb,3,0
2016-07,0.2415761500597,cotton,clf_xgb,3,0
2016-08,0.2415761500597,cotton,clf_xgb,3,0
2016-09,0.2415761500597,cotton,clf_xgb,3,0
2016-10,0.2415761500597,cotton,clf_xgb,3,0
2016-11,0.2415761500597,cotton,clf_xgb,3,0
