commodity,scenario,severity,month_offset,month,p2.5,p10,p25,p50,p75,p90,p95,p97.5
cotton,el_nino,0.75,2,2026-02,1.3927092915290402,1.4786380805115014,1.548811442380445,1.613709784024209,1.6819137313351724,1.7523520711132814,1.7984239781678892,1.8439317493047858
cotton,el_nino,0.75,3,2026-03,1.3355782314135487,1.4404148107755812,1.5236576396664816,1.605531771691514,1.691654790799197,1.7755109511765912,1.8298383946266177,1.8855374011295272
cotton,el_nino,0.75,4,2026-04,1.2894168482077504,1.4079914349638076,1.5005834500904485,1.595755100807816,1.6962825661994414,1.7949255270988993,1.8594767011177327,1.9177062025005647
cotton,el_nino,0.75,5,2026-05,1.2564188435099801,1.3771765113248067,1.4793850388638763,1.5879889183212759,1.6963280224508743,1.8088443565717438,1.884093604337707,1.9515983262624417
cotton,el_nino,0.75,6,2026-06,1.2280815803719196,1.3522991825166994,1.4592297492033945,1.5801854135097186,1.700682140226636,1.8249999545016045,1.9040107221668892,1.9733303272265441
cotton,el_nino,0.75,7,2026-07,1.194067445208544,1.3256203280170105,1.440514068930472,1.5679336443165544,1.7030461223129234,1.8347731669515757,1.9213096261467772,1.989617760637057
cotton,el_nino,0.75,8,2026-08,1.167638357348111,1.2989878519476716,1.4232364226910388,1.5600497914194227,1.7025594263609087,1.8439496813504483,1.9365122757183038,2.0190332872097203
cotton,el_nino,0.75,9,2026-09,1.1416865138116428,1.2781553397978946,1.4073635872809938,1.553875616149253,1.7045965791822213,1.8536023365346712,1.9508305911231156,2.0444428827544994
cotton,el_nino,0.75,10,2026-10,1.1256285050970094,1.2636056040065828,1.391514604902663,1.5420610869421436,1.7013393094351823,1.8634706716752318,1.965646138533607,2.059799896722196
cotton,el_nino,0.75,11,2026-11,1.0988831898445086,1.2399241309624134,1.3778069976794853,1.5320099023346598,1.6999445856790323,1.8670412638085565,1.9699897627110652,2.0792158809076313
cotton,el_nino,0.75,12,2026-12,1.0735334039637277,1.2170450157570496,1.3592631768467984,1.5236843146609615,1.6984518197490306,1.8784729270758456,1.995402568440703,2.0978605795317087
cotton,el_nino,1.0,1,2026-01,1.4383377573215859,1.5268569378798458,1.5752040703531118,1.6185074072576635,1.6660614554500768,1.7054940203722984,1.743499615089734,1.7847483230303791
cotton,el_nino,1.0,2,2026-02,1.3857593804414114,1.4712593667678355,1.5410825488622377,1.6056570341873126,1.6735206295149012,1.743607467223199,1.7894494658111835,1.8347301436378531
cotton,el_nino,1.0,3,2026-03,1.3255934911687677,1.4296463156084296,1.5122668237665065,1.5935288673928145,1.6790080335575093,1.7622372879554562,1.8161585811716343,1.8714411836790736
cotton,el_nino,1.0,4,2026-04,1.2765800371929865,1.3939741526658767,1.4856443664361068,1.5798685341917613,1.6793951967190388,1.7770561159701626,1.8409646496955858,1.898614446302748
cotton,el_nino,1.0,5,2026-05,1.2408029758934083,1.3600597622434087,1.4609979531876562,1.568252009046808,1.6752445804365284,1.7863624635651913,1.860676448144495,1.9273421625945215
cotton,el_nino,1.0,6,2026-06,1.2097880205501383,1.332155271568354,1.4374929956054037,1.5566468987615436,1.6753487006837602,1.7978146710676548,1.8756484906963018,1.9439355077241445
cotton,el_nino,1.0,7,2026-07,1.1733419476567113,1.3026114594868266,1.4155109831091472,1.5407189295723271,1.6734862524912566,1.8029269032146207,1.8879613440938625,1.955083850351977
cotton,el_nino,1.0,8,2026-08,1.1445051982657344,1.2732524070335225,1.3950393748887384,1.5291422079418662,1.6688284532309596,1.8074174956354663,1.8981462471810868,1.9790323588985654
cotton,el_nino,1.0,9,2026-09,1.1162718278434163,1.2497027688105011,1.3760347564844828,1.5192853320910906,1.666651148244446,1.8123399403137312,1.9074038305799987,1.9989322515815768
cotton,el_nino,1.0,10,2026-10,1.097821805854662,1.2323904199272429,1.3571396508795082,1.50396714327977,1.6593106736353367,1.8174368618706889,1.9170882610957263,2.0089161140459253
cotton,el_nino,1.0,11,2026-11,1.0690597462592981,1.2062728678332253,1.340413624438043,1.4904314968075658,1.6538084704690466,1.8163701821894684,1.9165246818957247,2.0227864277147973
cotton,el_nino,1.0,12,2026-12,1.041788806514585,1.18105675124656,1.3190694928709414,1.4786286647576645,1.6482282597688531,1.8229261069499298,1.9363981154350887,2.035826422647747
cotton,el_nino,1.25,1,2026-01,1.4347444655506507,1.5230425052527725,1.5712688556966576,1.6144640111095108,1.6618992585757564,1.7012333120667646,1.7391439602460506,1.780289619621051
cotton,el_nino,1.25,2,2026-02,1.3788441508658684,1.4639174743513277,1.5333922241416136,1.597644469258866,1.6651694110307682,1.7349065007382103,1.7805197381509779,1.8255744559106062
cotton,el_nino,1.25,3,2026-03,1.3156833965234809,1.4189583253675655,1.5009611652427615,1.581615696423685,1.6664558230694504,1.74906285821705,1.802581037565569,1.857450349100522
cotton,el_nino,1.25,4,2026-04,1.2638710232651449,1.380096419656486,1.4708540090791382,1.5641401265555648,1.6626759497281614,1.7593646040630189,1.822636895311229,1.8797127584033182
cotton,el_nino,1.25,5,2026-05,1.2253811958796113,1.3431557550267654,1.4428393982257417,1.5487604072699015,1.654423181801346,1.7641599951046603,1.83755034076272,1.9033874756536338
cotton,el_nino,1.25,6,2026-06,1.1917669624385867,1.3123114252458996,1.4160800336908252,1.5334590148139147,1.650392629223898,1.7710343408686688,1.847708744332876,1.9149785548078186
cotton,el_nino,1.25,7,2026-07,1.1529761837618797,1.28000195721548,1.3909418772912616,1.5139765822023787,1.644439455035879,1.771633396915082,1.8551918900969502,1.9211493471405434
cotton,el_nino,1.25,8,2026-08,1.1218303515073431,1.2480268307251003,1.3674009647745191,1.4988469630714976,1.635765755481404,1.7716090827037723,1.860540323376577,1.939823925825548
cotton,el_nino,1.25,9,2026-09,1.091422889350569,1.221883570599159,1.3454033258821694,1.4854650503026012,1.6295504073328253,1.7719960719282044,1.8649437780328764,1.9544347167231704
cotton,el_nino,1.25,10,2026-10,1.0707020228722117,1.201946352811944,1.3236138704546263,1.4668142444022236,1.6183202823628466,1.7725402374682728,1.8697299217715735,1.959289326936829
cotton,el_nino,1.25,11,2026-11,1.0400457042515254,1.1735348924463376,1.3040350989689873,1.4499815198915016,1.6089244790898025,1.7670743023734787,1.864510631395718,1.9678884572395023
cotton,el_nino,1.25,12,2026-12,1.0109829031605564,1.1461326669148717,1.2800643441685102,1.434905319432603,1.5994898205014052,1.7690218174038421,1.8791384359050405,1.97562662818894
cotton,el_nino,1.5,1,2026-01,1.431160150632117,1.5192376019377818,1.5673434720930073,1.6104307162759015,1.6577474598069584,1.696983247970503,1.7347991868094823,1.7758420550573715
cotton,el_nino,1.5,2,2026-02,1.3719634297344014,1.4566122195158424,1.525740275752194,1.589671888707759,1.6568598668761538,1.7262489538985237,1.771634571702256,1.8164644569829083
cotton,el_nino,1.5,3,2026-03,1.3058473894295688,1.4083502382007287,1.4897400274614192,1.5697915879406161,1.6539974525065062,1.7359869200950213,1.7891049992422945,1.843564109554885
cotton,el_nino,1.5,4,2026-04,1.2512885341381865,1.3663568466503577,1.4562108973724,1.5485683033448545,1.6461231514805503,1.7418492202987899,1.8044916031924183,1.8609992465741512
cotton,el_nino,1.5,5,2026-05,1.2101510911788294,1.3264618455337023,1.4249065335993856,1.5295110640953355,1.6338605696419937,1.7422334782585387,1.8147116647842747,1.8797305184244564
cotton,el_nino,1.5,6,2026-06,1.1740143468392301,1.2927631737728398,1.39498604024382,1.5106165386542667,1.6258083045546923,1.7446529317025952,1.8201851897189831,1.8864529459967196
cotton,el_nino,1.5,7,2026-07,1.132963909606206,1.2577848893797705,1.366799218860852,1.4876984032989355,1.6158968245201204,1.74088305381022,1.8229912174040694,1.8878038470595893
cotton,el_nino,1.5,8,2026-08,1.0996047370253064,1.2233010215457853,1.3403101246625462,1.4691519252041068,1.6033580932930904,1.7365101032260442,1.823679445169734,1.9013922871374878
cotton,el_nino,1.5,9,2026-09,1.067127104425535,1.1946836458730303,1.3154537708911538,1.4523976300313612,1.5932755530967944,1.7325502843497618,1.823428913931641,1.910927725994966
cotton,el_nino,1.5,10,2026-10,1.044252187075263,1.172254353553985,1.2909162862675956,1.4305791434308173,1.578342487588028,1.7287527062756516,1.8235414880532583,1.9108884835003188
cotton,el_nino,1.5,11,2026-11,1.0118190968437126,1.1416854183770309,1.2686438785311362,1.41062934628677,1.5652586291810522,1.719116301691743,1.8139082305733667,1.9144804053838962
cotton,el_nino,1.5,12,2026-12,0.9810879365295213,1.1122412947412732,1.2422125855137764,1.3924748821729531,1.552192586630205,1.7167114884798504,1.8235719365499519,1.9172069536915235
cotton,el_nino,1.75,1,2026-01,1.4275847901397853,1.515442204128505,1.5634278949819758,1.6064074975214753,1.6536060331668725,1.6927438014918799,1.7304652675958232,1.771405601511995
cotton,el_nino,1.75,2,2026-02,1.3651170448426457,1.4493434194321766,1.518126512188048,1.5817390930035728,1.6485917890874235,1.7176346100310143,1.7627937440952386,1.807399918858079
cotton,el_nino,1.75,3,2026-03,1.296084916010861,1.3978214567550868,1.478602778548106,1.5580558761153038,1.6416322203243912,1.7230087372691893,1.7757297073515552,1.8297816830930336
cotton,el_nino,1.75,4,2026-04,1.2388313101923392,1.3527540581932664,1.4417135654093565,1.5331515056807619,1.6297351448929565,1.7245082112308003,1.7865269568330147,1.842472037425228
cotton,el_nino,1.75,5,2026-05,1.1951102794833395,1.3099754224867342,1.407196554232541,1.5105009685222148,1.6135535275347703,1.7205794832598327,1.7921568477613516,1.8563675904628358
cotton,el_nino,1.75,6,2026-06,1.1565261750200349,1.273506113954674,1.3742062638953938,1.4881143250722706,1.6015901891188162,1.7186645012233417,1.793071627243141,1.8583522559691767
cotton,el_nino,1.75,7,2026-07,1.113298989647889,1.2359534444725526,1.3430756059460054,1.4618763362631388,1.5878496100893165,1.7106664461851213,1.7913494536453047,1.8550371267477894
cotton,el_nino,1.75,8,2026-08,1.0778194546651811,1.1990650781486163,1.3137560061391045,1.4400452030858697,1.5715924891531203,1.7021065019626214,1.787548851775915,1.8637220530452705
cotton,el_nino,1.75,9,2026-09,1.0433721595093406,1.1680892092006812,1.2861709125158696,1.4200663120892685,1.5578082007606275,1.693982585714254,1.782838197765397,1.8683892292389712
cotton,el_nino,1.75,10,2026-10,1.018455748580964,1.1432958436217953,1.2590264391672885,1.3952391677606677,1.5393522748712702,1.686046870069364,1.7784940594525858,1.8636832989249879
cotton,el_nino,1.75,11,2026-11,0.9843585532372288,1.110700331898601,1.2342131678871322,1.3723451818574475,1.5227778606561917,1.6724598704042881,1.7646791675726774,1.862521836090433
cotton,el_nino,1.75,12,2026-12,0.9520769700404041,1.0793520972207202,1.2054801109323652,1.3512991214286552,1.5062939414234613,1.6659479864435855,1.7696485496934333,1.860514760652237
cotton,el_nino,2.0,1,2026-01,1.4240183617034814,1.5116562880780475,1.5595220998647352,1.6023943296739167,1.6494749527435844,1.6885149461056954,1.726142175488779,1.7669802312270944
cotton,el_nino,2.0,2,2026-02,1.3583048248455734,1.4421108921834824,1.5105507428988987,1.5738458836115883,1.6403649707387262,1.7090632535438013,1.753997034069818,1.7983806146771901
cotton,el_nino,2.0,3,2026-03,1.2863954265319473,1.3873713881435992,1.4675487913523209,1.5464079000971553,1.6293594302235417,1.7101275789240784,1.7624544087162357,1.8161022936116655
cotton,el_nino,2.0,4,2026-04,1.2264981043479954,1.3392866925243456,1.4273605618773295,1.5178881902038621,1.6135102893792501,1.7073398408688434,1.7687411578111367,1.8241292762170982
cotton,el_nino,2.0,5,2026-05,1.180256408094815,1.2936939070636067,1.3897066899130897,1.4917271469729845,1.5934988790324887,1.6991946229696806,1.769882361647636,1.8332950373169612
cotton,el_nino,2.0,6,2026-06,1.1392985078142635,1.2545359081870908,1.3537360240531644,1.4659473055008876,1.577732827846652,1.693063195602277,1.7663619496435656,1.8306701551154052
cotton,el_nino,2.0,7,2026-07,1.09397539484008,1.2145009292144038,1.3197637651495262,1.436502464334981,1.5602892127778922,1.680974309962263,1.7602568978060331,1.8228391402912911
cotton,el_nino,2.0,8,2026-08,1.056465780601683,1.1753092953513364,1.2877279757183953,1.4115151410515447,1.540456222658058,1.668384502135144,1.7521340748499767,1.8267981386610705
cotton,el_nino,2.0,9,2026-09,1.0201460151508595,1.1420867820233662,1.2575399096550868,1.3884547103586722,1.5231303748056901,1.6562734291894576,1.7431510573987359,1.8267976671480841
cotton,el_nino,2.0,10,2026-10,0.9932965663426019,1.1150527034341922,1.2279243754104092,1.3607722048742574,1.5013252477112933,1.6443960074515247,1.7345594494177792,1.8176442365331498
cotton,el_nino,2.0,11,2026-11,0.9576432826321302,1.0805561737254838,1.200716899016358,1.3351000410737828,1.4814500106719601,1.627069684209349,1.7167861703128438,1.8119734107271097
cotton,el_nino,2.0,12,2026-12,0.9239238636322193,1.0474354398482988,1.1698338229703857,1.3113409361642292,1.461752528334665,1.6166855713146309,1.7173196881702992,1.8054989670988877
cotton,drought,0.0,1,2026-01,1.4528011434221042,1.542210439726265,1.5910437328667695,1.634782511918274,1.6828147458192584,1.7226438298542548,1.7610315946062183,1.8026950841140277
cotton,drought,0.0,2,2026-02,1.4137688575903335,1.5009970010175093,1.5722314748923902,1.6381111634126548,1.7073464426338545,1.7788499012266563,1.8256184751133786,1.8718143826175624
cotton,drought,0.0,3,2026-03,1.365985969466879,1.4732094125622879,1.5583474701086102,1.6420856690234766,1.7301694914325256,1.815934844471899,1.8714991863908286,1.9284663183840576
cotton,drought,0.0,4,2026-04,1.3287069793116153,1.4508946808378942,1.546308089541448,1.6443797385326506,1.7479704005160275,1.8496191348173139,1.916137263195115,1.9761410897285947
cotton,drought,0.0,5,2026-05,1.3044555525618093,1.429830152846697,1.5359464228757584,1.6487025585543562,1.7611837957400542,1.8780019711088975,1.9561282262040443,2.0262138587092537
cotton,drought,0.0,6,2026-06,1.2846387883668027,1.414577020861726,1.5264320928889201,1.6529581645473848,1.779004163026498,1.9090472227507875,1.991696696909274,2.0642086984547507
cotton,drought,0.0,7,2026-07,1.258466445063052,1.397114299026488,1.5182045425194812,1.6524961696055553,1.7948955964972697,1.9337270052675795,2.0249305889585396,2.0969227494732734
cotton,drought,0.0,8,2026-08,1.2398812842866265,1.379357500556515,1.5112934518676242,1.6565715975015087,1.8078984429091653,1.9580366512326683,2.0563261838259383,2.1439528509910915
cotton,drought,0.0,9,2026-09,1.2214553359330758,1.367459141419851,1.5056950769639146,1.662443796752192,1.8236955259321719,1.9831122092345435,2.0871337325982746,2.1872866482531426
cotton,drought,0.0,10,2026-10,1.213346303861375,1.3620756601466608,1.4999523332809153,1.6622305775815909,1.8339210080143937,2.008686917213735,2.118824697570706,2.2203156548230165
cotton,drought,0.0,11,2026-11,1.193438895045249,1.3466159992902524,1.4963632860093972,1.6638349025062151,1.8462198773447516,2.0276947390548927,2.1395016571261047,2.2581263653892614
cotton,drought,0.0,12,2026-12,1.1746897770475944,1.3317241298109055,1.4873431532393377,1.667257284469629,1.858492695337202,2.0554767422693296,2.183424371880099,2.2955367456179356
cotton,drought,0.25,1,2026-01,1.4449695631692308,1.5338968829258581,1.5824669316051552,1.62596992907027,1.673743236760862,1.7133576151085517,1.7515384438584718,1.7929773389934225
cotton,drought,0.25,2,2026-02,1.3985676011546666,1.484857842060136,1.5553263820281986,1.6204977128606264,1.6889885541009029,1.7597231865844927,1.8059888910799664,1.8516880866694132
cotton,drought,0.25,3,2026-03,1.34401407629794,1.449512829616471,1.533281440955561,1.6156727103983517,1.7023397039532664,1.786725520733338,1.8413961098525067,1.8974469251585409
cotton,drought,0.25,4,2026-04,1.3002873010508582,1.4198615330771898,1.5132341469182662,1.60920814401614,1.7105831080840053,1.810057680309352,1.8751530542074681,1.9338734604902472
cotton,drought,0.25,5,2026-05,1.2696730952493298,1.3917046635129933,1.4949914123481767,1.604740979141956,1.7142229774320221,1.8279262722745735,1.9039693416854748,1.9721861864684487
cotton,drought,0.25,6,2026-06,1.2436443131955852,1.3694360496528348,1.4777216825392232,1.6002101445987214,1.722233853231167,1.8481270717461356,1.9281390949363137,1.9983371452965315
cotton,drought,0.25,7,2026-07,1.2117396638307059,1.3452395315558918,1.4618337018009528,1.5911390890831738,1.7282512340659557,1.8619278412193945,1.9497450414915107,2.019064137541146
cotton,drought,0.25,8,2026-08,1.1874089396615235,1.320982458487818,1.4473348198267466,1.5864647277052857,1.7313873516089224,1.875171642094978,1.9693015165882048,2.053219783008778
cotton,drought,0.25,9,2026-09,1.1634569737208007,1.3025280806914048,1.4342001594782232,1.58350597999778,1.7371009935196378,1.8889480946450337,1.9880303641429546,2.083427719027088
cotton,drought,0.25,10,2026-10,1.149502800759119,1.2904063590103412,1.4210282774377476,1.5747678122533668,1.7374242855272939,1.9029944129200491,2.007336995566755,2.103487731133329
cotton,drought,0.25,11,2026-11,1.1245479447895161,1.2688829404752373,1.4099861039609858,1.5677904648913659,1.7396473144264963,1.9106465868771931,2.0159994796413123,2.127776607429267
cotton,drought,0.25,12,2026-12,1.1009142773014122,1.2480862067434364,1.3939316955350893,1.5625464563254032,1.741771472379308,1.9263840857734944,2.046296061630983,2.1513673028401716
cotton,drought,0.5,1,2026-01,1.4371802004280483,1.5256281418165485,1.5739363651002365,1.6172048520011002,1.664720629268607,1.704121459337785,1.7420964676106014,1.7833119790881882
cotton,drought,0.5,2,2026-02,1.3835297930761916,1.468892216062305,1.5386030576690337,1.6030736472827545,1.6708280549571066,1.740802127974775,1.786570370077838,1.831778194544396
cotton,drought,0.5,3,2026-03,1.3223956011729767,1.4261974063608651,1.5086185990438388,1.5896846043838386,1.6749575587859171,1.7579860291563552,1.8117772414953377,1.8669264790740276
cotton,drought,0.5,4,2026-04,1.2724754905329678,1.389492152489015,1.4808676219746788,1.5747888337998108,1.6739954914559816,1.7713424047002373,1.8350454553764142,1.892509892450119
cotton,drought,0.5,5,2026-05,1.235818089496483,1.354595765509414,1.4551284404896092,1.5619516065987726,1.6685143387440244,1.779185809319829,1.8532012398353308,1.91959912690296
cotton,drought,0.5,6,2026-06,1.2039580244264771,1.3257355848650363,1.4305656840022034,1.5491453817754832,1.66727515700102,1.789150961074379,1.8666096977471551,1.9345676380790755
cotton,drought,0.5,7,2026-07,1.1667478450941027,1.2952908709915123,1.407555906910123,1.5320601931638638,1.664081372687819,1.7927945756894468,1.877351128749514,1.9440964110522339
cotton,drought,0.5,8,2026-08,1.1371572487275035,1.265077874973301,1.3860829464285966,1.5193248127934984,1.6581142447844748,1.7958135181502006,1.8859597731820141,1.966326580078384
cotton,drought,0.5,9,2026-09,1.1082125476700444,1.2406801414395852,1.3661000350714816,1.5083163674991313,1.6546182291830343,1.7992551745926444,1.893632720809984,1.9845003232096063
cotton,drought,0.5,10,2026-10,1.0890185965440775,1.2225081323272688,1.3462570246220669,1.4919071372861503,1.646004999532856,1.802863206092952,1.9017155210578733,1.9928070251709926
cotton,drought,0.5,11,2026-11,1.0596337067448913,1.1956370022914367,1.3285950223123786,1.4772901674931076,1.6392266250235996,1.800355008884126,1.8996264332757613,2.0049512553929874
cotton,drought,0.5,12,2026-12,1.0317721918141662,1.1697010999450794,1.3063868735237731,1.4644119122572956,1.6323808372267723,1.805398995575273,1.9177799908136288,2.0162523124777425
cotton,drought,0.75,1,2026-01,1.42943282761763,1.5174039748114656,1.5654517841154203,1.6084870246225027,1.6557466597299946,1.69493509269024,1.7327053899974583,1.7736987220066014
cotton,drought,0.75,2,2026-02,1.3686536759103463,1.453098257146859,1.5220595473867422,1.5858369303563817,1.6528628228139963,1.7220845141236654,1.7673606426955222,1.8120823794052838
cotton,drought,0.75,3,2026-03,1.3011248593604618,1.403257011839383,1.484352459104054,1.564114517222943,1.6480158556009903,1.7297088124875881,1.782634792827591,1.8368969545625222
cotton,drought,0.75,4,2026-04,1.2452585460909498,1.3597723417749603,1.4491933837727418,1.541105717294763,1.638190446387441,1.7334552090919948,1.7957957169106158,1.852031048667273
cotton,drought,0.75,5,2026-05,1.2028658054117678,1.3184763520905625,1.4163283888005305,1.5203031847924606,1.6240244911224253,1.7317449790499884,1.8037868363400058,1.8684142670145196
cotton,drought,0.75,6,2026-06,1.1655381761496812,1.2834296580866282,1.3849144939986837,1.4997101611789305,1.6140702634183186,1.732056853909384,1.8070437827198407,1.872833097814183
cotton,drought,0.75,7,2026-07,1.1234265698031336,1.2471968011031067,1.3552934431849255,1.4751748929942856,1.6022941342918757,1.7262282240307179,1.8076451975079526,1.8719122316089147
cotton,drought,0.75,8,2026-08,1.0890322324018522,1.2115391990738702,1.3274232804059534,1.4550262898746373,1.5879420894476983,1.719813866408533,1.8061450905816356,1.88311073734975
cotton,drought,0.75,9,2026-09,1.05559129263344,1.1817689278111136,1.3012335087881017,1.4366969832781833,1.576051993843874,1.7138211433526744,1.8037173606591719,1.8902702968059275
cotton,drought,0.75,10,2026-10,1.0317169326039368,1.1581825547980966,1.2754200638513744,1.4134064012271326,1.5593959869536977,1.7080006739989906,1.8016516065910122,1.8879500844205983
cotton,drought,0.75,11,2026-11,0.9984666262318228,1.1266191668658114,1.251902219712991,1.3920139762573656,1.5446026938351558,1.696429983585706,1.789970990787175,1.8892159649027178
cotton,drought,0.75,12,2026-12,0.9669725225205261,1.0962389102774404,1.2243402376040293,1.3724406337359307,1.5298603978770928,1.6920122821277577,1.797335274268035,1.889623116519894
cotton,drought,1.0,1,2026-01,1.4217272183838638,1.5092241416260561,1.557012940757667,1.5998161922267047,1.6468210659535758,1.685798246768886,1.7233649366409942,1.7641372868792216
cotton,drought,1.0,2,2026-02,1.353937511109126,1.4374741194990968,1.5056939177677553,1.568785547653988,1.6350907581036438,1.7035681575335906,1.7483574639229242,1.7925983394336833
cotton,drought,1.0,3,2026-03,1.2801962575678123,1.3806856137124077,1.4604766401824183,1.5389557250796957,1.6215075098863452,1.7018864350321428,1.7539611006354756,1.807350455147342
cotton,drought,1.0,4,2026-04,1.2186237441501204,1.3306882073022555,1.4181966250097398,1.5081430480732758,1.6031512344761008,1.6963783817034979,1.7573854900575243,1.812418005798088
cotton,drought,1.0,5,2026-05,1.170792172510126,1.2833200392947453,1.37856291520723,1.4797652910150765,1.5807209362976167,1.685569127606363,1.7556900357149534,1.818594218062426
cotton,drought,1.0,6,2026-06,1.1283443546210483,1.2424737678170172,1.3407200921538927,1.4518524820217928,1.5625632063860273,1.6767846930998884,1.7493786926144812,1.8130685860903972
cotton,drought,1.0,7,2026-07,1.0817138107830344,1.2008884610536372,1.3049714815038875,1.420401740499989,1.5428010522342315,1.6621334768900071,1.7405274431800464,1.8024082462816298
cotton,drought,1.0,8,2026-08,1.0429438888397402,1.1602663044941266,1.2712461183537647,1.3934489099363523,1.520739651909377,1.6470305547859685,1.729708201956072,1.8034166272525083
cotton,drought,1.0,9,2026-09,1.0054686525849525,1.1256549952668322,1.2394470396923727,1.3684783021900224,1.5012163189605938,1.632443776112887,1.7180714514436988,1.8005145946299603
cotton,drought,1.0,10,2026-10,0.977430350959662,1.097241641808198,1.2083103816905276,1.3390361940782571,1.4773441422215787,1.6181295910426376,1.7068528260874374,1.7886104756971664
cotton,drought,1.0,11,2026-11,0.9408303995550158,1.0615853680647716,1.1796364892249467,1.311660331012717,1.455440904498774,1.5985040033811595,1.6866453802364572,1.7801614639971521
cotton,drought,1.0,12,2026-12,0.9062425472677597,1.0273904576670865,1.1474464783720233,1.2862455415471503,1.4337786768980036,1.5857467351470114,1.6844549967160891,1.7709467710905722
cotton,drought,1.25,1,2026-01,1.4140631475928398,1.5010884032710619,1.5486195884702483,1.5911921014789803,1.63794358716129,1.6767106546235317,1.7140748346422443,1.7546273943506838
cotton,drought,1.25,2,2026-02,1.3393795788179037,1.4220179771510577,1.4895042561871317,1.5519175064077666,1.61750978383329,1.68525089422759,1.7295586128889548,1.7733237975610268
cotton,drought,1.25,3,2026-03,1.2596042924705912,1.358477276670542,1.4369848639628258,1.5142016122710735,1.5954255510842648,1.6745115806983264,1.7257486249680436,1.778279211366684
cotton,drought,1.25,4,2026-04,1.1925586332799958,1.302226152608672,1.3878628550959626,1.4758854165075523,1.568861475336918,1.6600945895904362,1.7197968185255714,1.7736522452498367
cotton,drought,1.25,5,2026-05,1.1395737621302993,1.249101146671416,1.3418044333589263,1.4403083137603596,1.5385720425451723,1.6406245251528246,1.7088757049382004,1.7701025882523864
cotton,drought,1.25,6,2026-06,1.092337435750957,1.2028248326557036,1.297935990484948,1.4055220029287714,1.5126998057572119,1.6232763379955322,1.6935537696642606,1.7552112367644517
cotton,drought,1.25,7,2026-07,1.0415498439242008,1.1562995468046833,1.2565179711461854,1.367662311768489,1.4855169446320056,1.6004185637445025,1.6759017669171454,1.735484939628699
cotton,drought,1.25,8,2026-08,0.9988060251156896,1.1111633023294163,1.2174463995653952,1.3344775129596465,1.4563812523502135,1.5773274662934857,1.6565061575150786,1.727095208446449
cotton,drought,1.25,9,2026-09,0.9577259857921773,1.0722055205124648,1.1805943774326462,1.303498848651981,1.42993406633566,1.5549304503015557,1.6364922668300579,1.715020762349909
cotton,drought,1.25,10,2026-10,0.9260002048874802,1.039507300062752,1.144731857277137,1.2685791768700554,1.3996096776034714,1.5329873186041618,1.6170421402588202,1.694497889627966
cotton,drought,1.25,11,2026-11,0.8865212090938078,1.0003056284088996,1.1115422792604206,1.235945079070313,1.3714259562946745,1.5062307749505188,1.5892842137189824,1.6774021058326516
cotton,drought,1.25,12,2026-12,0.8493266720109145,0.9628659798604008,1.0753819733189052,1.2054638666930115,1.3437312954698393,1.4861551151787316,1.5786640793089244,1.659723803449303
cotton,drought,1.5,1,2026-01,1.4064403913242711,1.4929965220455395,1.5402714820255436,1.5826145004102492,1.6291139639808474,1.6676720507430303,1.7048348125733523,1.7451687665715376
cotton,drought,1.5,2,2026-02,1.3249781776744312,1.4067280237681221,1.4734886705850336,1.5352308352767339,1.6001178453426093,1.6671305834964176,1.710961892601981,1.7542565012024531
cotton,drought,1.5,3,2026-03,1.239343549265372,1.33662616087388,1.4138709531159257,1.489845669527357,1.5697631207584974,1.6475770510738281,1.6979899471545081,1.7496755787305862
cotton,drought,1.5,4,2026-04,1.1670510283734088,1.2743728720463499,1.3581778933805384,1.4443177425659142,1.5353051389444718,1.6245868705423836,1.6830121300898322,1.7357156445234792
cotton,drought,1.5,5,2026-05,1.109187770321015,1.2157946785225067,1.3060260924769045,1.4019034310935699,1.4975470215799862,1.5968783412373473,1.663309647786913,1.7229039561535895
cotton,drought,1.5,6,2026-06,1.0574795439497808,1.164441145985059,1.2565171845002632,1.3606699889825664,1.464427610343077,1.5714755032888488,1.6395102917696789,1.6992001898325284
cotton,drought,1.5,7,2026-07,1.0028771626695232,1.1133662161826683,1.2098635366298025,1.3168810947623184,1.430359792400358,1.5409951215052233,1.613675638014903,1.6710464912106333
cotton,drought,1.5,8,2026-08,0.9565360960283628,1.0641383617375089,1.1659235095515008,1.2780018125503476,1.3947465297785053,1.5105742444754693,1.586402057169095,1.6540037470892377
cotton,drought,1.5,9,2026-09,0.9122502839879432,1.0212939871020525,1.1245362160625394,1.2416048144262843,1.3620365088243542,1.481097689644291,1.5587867065389878,1.6335864336027528
cotton,drought,1.5,10,2026-10,0.8772761952908118,0.984810807128154,1.084498689179339,1.201829446511777,1.3259654224475799,1.452325037506377,1.53195708698957,1.6053372922544487
cotton,drought,1.5,11,2026-11,0.8353470025467535,0.9425632458090478,1.0473787898806224,1.164600470381468,1.292260749155238,1.4192839946657718,1.4975431952520208,1.5805745049294666
cotton,drought,1.5,12,2026-12,0.7959853550950118,0.9023939129021468,1.0078434248018326,1.1297556236071107,1.2593392714777418,1.3928182713030457,1.4795172801641459,1.5554861098619297
cotton,drought,1.75,1,2026-01,1.398858726864954,1.4849482615299132,1.531968377517874,1.574083138409715,1.62033193843815,1.6586821710475173,1.6956446004696428,1.7357611271901292
